Domain,Area,Item,Year,Area harvested,Flag,Flag Description,Yield,Production
Crops and livestock products,Australia,Green corn (maize),2009,3494.0,A,Official figure,147707.0,51609.0
Crops and livestock products,Australia,Green corn (maize),2011,6744.0,A,Official figure,104994.0,70808.0
Crops and livestock products,Australia,Green corn (maize),2016,7956.0,A,Official figure,108797.0,86559.0
Crops and livestock products,Australia,Green corn (maize),2017,9044.0,A,Official figure,113512.0,102664.86
Crops and livestock products,Australia,Green corn (maize),2018,9231.0,A,Official figure,105323.0,97224.0
Crops and livestock products,Australia,Green corn (maize),2019,8907.0,A,Official figure,137047.0,122068.0
Crops and livestock products,Australia,Green corn (maize),2020,6225.0,A,Official figure,117316.0,73029.89
Crops and livestock products,Australia,Green corn (maize),2021,8810.0,A,Official figure,130291.0,114783.69
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2000,17400.0,A,Official figure,20172.0,35100.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2001,17390.0,A,Official figure,22368.0,38898.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2002,14705.0,A,Official figure,19936.0,29316.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2003,10254.0,A,Official figure,26885.0,27568.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2004,13801.0,A,Official figure,31616.0,43633.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2005,14005.0,A,Official figure,23171.0,32451.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2006,11896.0,A,Official figure,20602.0,24508.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2007,12197.0,A,Official figure,14419.0,17587.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2008,11000.0,A,Official figure,22091.0,24300.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2009,9954.0,A,Official figure,19435.0,19346.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2010,11800.0,A,Official figure,23220.0,27400.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2011,7282.0,A,Official figure,25257.0,18392.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2012,7354.0,A,Official figure,30772.0,22630.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2013,7602.0,A,Official figure,28725.0,21837.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2014,5836.0,A,Official figure,29578.0,17262.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2015,4823.0,A,Official figure,32399.0,15626.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2016,4837.0,A,Official figure,30976.0,14983.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2017,5495.0,A,Official figure,30080.0,16529.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2018,4428.0,A,Official figure,33826.0,14978.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2019,4908.0,A,Official figure,22225.0,10908.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2020,4575.0,A,Official figure,30055.0,13750.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2021,6359.0,A,Official figure,28091.0,17863.0
Crops and livestock products,Australia,"Groundnuts, excluding shelled",2022,6666.0,A,Official figure,33053.0,22033.0
Crops and livestock products,Australia,Hempseed,2022,1200.0,A,Official figure,30000.0,3600.0
Crops and livestock products,Australia,Hop cones,2000,738.0,A,Official figure,27033.0,1995.0
Crops and livestock products,Australia,Hop cones,2001,700.0,E,Estimated value,28571.0,2000.0
Crops and livestock products,Australia,Hop cones,2003,466.0,A,Official figure,23305.0,1086.0
Crops and livestock products,Australia,Hop cones,2004,369.0,A,Official figure,25149.0,928.0
Crops and livestock products,Australia,Hop cones,2005,505.0,A,Official figure,22000.0,1111.0
Crops and livestock products,Australia,Hop cones,2006,372.0,A,Official figure,24489.0,911.0
Crops and livestock products,Australia,Hop cones,2007,377.0,A,Official figure,22785.0,859.0
Crops and livestock products,Australia,Hop cones,2008,380.0,E,Estimated value,22632.0,860.0
Crops and livestock products,Australia,Hop cones,2009,384.0,A,Official figure,23307.0,895.0
Crops and livestock products,Australia,Hop cones,2011,414.0,A,Official figure,23333.0,966.0
Crops and livestock products,Australia,Hop cones,2016,261.0,E,Estimated value,23470.0,613.26
Crops and livestock products,Australia,Hop cones,2017,249.0,E,Estimated value,23465.0,583.41
Crops and livestock products,Australia,Hop cones,2018,267.0,E,Estimated value,23464.0,627.6
Crops and livestock products,Australia,Hop cones,2019,259.0,E,Estimated value,23466.0,608.09
Crops and livestock products,Australia,Hop cones,2020,258.0,E,Estimated value,23465.0,606.37
Crops and livestock products,Australia,Hop cones,2021,262.0,E,Estimated value,23465.0,614.02
Crops and livestock products,Australia,Hop cones,2022,260.0,E,Estimated value,23465.0,609.49
Crops and livestock products,Australia,Kiwi fruit,2001,344.0,A,Official figure,113634.0,3909.0
Crops and livestock products,Australia,Kiwi fruit,2002,245.0,A,Official figure,120531.0,2953.0
Crops and livestock products,Australia,Kiwi fruit,2003,208.0,A,Official figure,140865.0,2930.0
Crops and livestock products,Australia,Kiwi fruit,2004,175.0,A,Official figure,172743.0,3023.0
Crops and livestock products,Australia,Kiwi fruit,2005,230.0,A,Official figure,183565.0,4222.0
Crops and livestock products,Australia,Kiwi fruit,2006,293.0,A,Official figure,191980.0,5625.0
Crops and livestock products,Australia,Kiwi fruit,2007,245.0,A,Official figure,218367.0,5350.0
Crops and livestock products,Australia,Kiwi fruit,2008,235.0,E,Estimated value,212766.0,5000.0
Crops and livestock products,Australia,Kiwi fruit,2009,241.0,A,Official figure,185809.0,4478.0
Crops and livestock products,Australia,Kiwi fruit,2010,234.0,A,Official figure,128034.0,2996.0
Crops and livestock products,Australia,Kiwi fruit,2011,234.0,A,Official figure,128034.0,2996.0
Crops and livestock products,Australia,Kiwi fruit,2016,129.0,A,Official figure,161395.0,2082.0
Crops and livestock products,Australia,Kiwi fruit,2017,165.0,E,Estimated value,155696.0,2567.57
Crops and livestock products,Australia,Kiwi fruit,2018,156.0,E,Estimated value,157007.0,2449.04
Crops and livestock products,Australia,Kiwi fruit,2019,150.0,E,Estimated value,157785.0,2366.21
Crops and livestock products,Australia,Kiwi fruit,2020,157.0,E,Estimated value,156796.0,2460.94
Crops and livestock products,Australia,Kiwi fruit,2021,154.0,E,Estimated value,157187.0,2425.4
Crops and livestock products,Australia,Kiwi fruit,2022,154.0,E,Estimated value,157248.0,2417.52
Crops and livestock products,Australia,Lemons and limes,2017,1563.0,E,Estimated value,238503.0,37287.09
Crops and livestock products,Australia,Lemons and limes,2018,1661.0,E,Estimated value,238926.0,39688.08
Crops and livestock products,Australia,Lemons and limes,2019,1726.0,E,Estimated value,238971.0,41254.39
Crops and livestock products,Australia,Lemons and limes,2020,1650.0,E,Estimated value,238808.0,39409.85
Crops and livestock products,Australia,Lemons and limes,2021,1679.0,E,Estimated value,238903.0,40117.44
Crops and livestock products,Australia,Lemons and limes,2022,1685.0,E,Estimated value,238895.0,40260.56
Crops and livestock products,Australia,"Lentils, dry",2000,117000.0,A,Official figure,13932.0,163000.0
Crops and livestock products,Australia,"Lentils, dry",2001,158000.0,A,Official figure,16835.0,266000.0
Crops and livestock products,Australia,"Lentils, dry",2002,165000.0,A,Official figure,4061.0,67000.0
Crops and livestock products,Australia,"Lentils, dry",2003,83063.0,A,Official figure,12498.0,103811.0
Crops and livestock products,Australia,"Lentils, dry",2004,127612.0,A,Official figure,4098.0,52300.0
Crops and livestock products,Australia,"Lentils, dry",2005,178170.0,A,Official figure,16553.0,294916.0
Crops and livestock products,Australia,"Lentils, dry",2006,207474.0,A,Official figure,1535.0,31845.0
Crops and livestock products,Australia,"Lentils, dry",2007,130000.0,A,Official figure,10077.0,131000.0
Crops and livestock products,Australia,"Lentils, dry",2008,116997.0,A,Official figure,5490.0,64234.0
Crops and livestock products,Australia,"Lentils, dry",2009,104000.0,A,Official figure,13750.0,143000.0
Crops and livestock products,Australia,"Lentils, dry",2010,218763.0,A,Official figure,17355.0,379659.0
Crops and livestock products,Australia,"Lentils, dry",2011,172840.0,A,Official figure,16663.0,288000.0
Crops and livestock products,Australia,"Lentils, dry",2012,165400.0,A,Official figure,11167.0,184700.0
Crops and livestock products,Australia,"Lentils, dry",2013,169700.0,A,Official figure,14994.0,254450.0
Crops and livestock products,Australia,"Lentils, dry",2014,209000.0,E,Estimated value,13995.0,292500.0
Crops and livestock products,Australia,"Lentils, dry",2015,185000.0,E,Estimated value,13559.0,250850.0
Crops and livestock products,Australia,"Lentils, dry",2018,418495.0,A,Official figure,12970.0,542784.0
Crops and livestock products,Australia,"Lentils, dry",2019,400100.0,A,Official figure,8981.0,359315.0
Crops and livestock products,Australia,"Lentils, dry",2020,412381.0,A,Official figure,12752.0,525848.0
Crops and livestock products,Australia,"Lentils, dry",2021,500872.0,A,Official figure,17043.0,853641.68
Crops and livestock products,Australia,"Lentils, dry",2022,575200.0,A,Official figure,17377.0,999500.0
Crops and livestock products,Australia,Lettuce and chicory,2000,5170.0,A,Official figure,293899.0,151946.0
Crops and livestock products,Australia,Lettuce and chicory,2001,5758.0,A,Official figure,265269.0,152742.0
Crops and livestock products,Australia,Lettuce and chicory,2002,5970.0,A,Official figure,226156.0,135015.0
Crops and livestock products,Australia,Lettuce and chicory,2003,6134.0,A,Official figure,198089.0,121508.0
Crops and livestock products,Australia,Lettuce and chicory,2004,6121.0,A,Official figure,207855.0,127228.0
Crops and livestock products,Australia,Lettuce and chicory,2005,5716.0,A,Official figure,231676.0,132426.0
Crops and livestock products,Australia,Lettuce and chicory,2006,8053.0,A,Official figure,202200.0,162832.0
Crops and livestock products,Australia,Lettuce and chicory,2007,10011.0,A,Official figure,270953.0,271251.0
Crops and livestock products,Australia,Lettuce and chicory,2008,7307.0,A,Official figure,230884.0,168707.0
Crops and livestock products,Australia,Lettuce and chicory,2009,7411.0,A,Official figure,222025.0,164543.0
Crops and livestock products,Australia,Lettuce and chicory,2011,9071.0,A,Official figure,159450.0,144637.0
Crops and livestock products,Australia,Lettuce and chicory,2012,6601.0,A,Official figure,173734.0,114682.0
Crops and livestock products,Australia,Lettuce and chicory,2013,7256.0,A,Official figure,226052.0,164023.0
Crops and livestock products,Australia,Lettuce and chicory,2014,7925.0,A,Official figure,154686.0,122589.0
Crops and livestock products,Australia,Lettuce and chicory,2015,6907.0,A,Official figure,202015.0,139532.0
Crops and livestock products,Australia,Lettuce and chicory,2016,8679.0,A,Official figure,161194.0,139900.0
Crops and livestock products,Australia,Lettuce and chicory,2017,8287.0,A,Official figure,176496.0,146262.0
Crops and livestock products,Australia,Lettuce and chicory,2018,7784.0,A,Official figure,190582.0,148349.0
Crops and livestock products,Australia,Lettuce and chicory,2019,7777.0,A,Official figure,171692.0,133525.0
Crops and livestock products,Australia,Lettuce and chicory,2020,5495.0,A,Official figure,219655.0,120707.0
Crops and livestock products,Australia,Lettuce and chicory,2021,8192.0,A,Official figure,153098.0,125415.0
Crops and livestock products,Australia,Linseed,2000,10200.0,A,Official figure,9020.0,9200.0
Crops and livestock products,Australia,Linseed,2001,10200.0,A,Official figure,8922.0,9100.0
Crops and livestock products,Australia,Linseed,2002,9000.0,A,Official figure,10000.0,9000.0
Crops and livestock products,Australia,Linseed,2003,7000.0,X,Figure from international organizations,10000.0,7000.0
Crops and livestock products,Australia,Linseed,2004,8000.0,X,Figure from international organizations,10000.0,8000.0
Crops and livestock products,Australia,Linseed,2005,10000.0,X,Figure from international organizations,10000.0,10000.0
Crops and livestock products,Australia,Linseed,2006,10000.0,X,Figure from international organizations,8000.0,8000.0
Crops and livestock products,Australia,Linseed,2007,8000.0,X,Figure from international organizations,8750.0,7000.0
Crops and livestock products,Australia,Linseed,2008,8000.0,X,Figure from international organizations,10000.0,8000.0
Crops and livestock products,Australia,Linseed,2009,8000.0,X,Figure from international organizations,10000.0,8000.0
Crops and livestock products,Australia,Linseed,2010,8000.0,X,Figure from international organizations,10000.0,8000.0
Crops and livestock products,Australia,Linseed,2011,8000.0,X,Figure from international organizations,10000.0,8000.0
Crops and livestock products,Australia,Linseed,2012,7000.0,X,Figure from international organizations,10000.0,7000.0
Crops and livestock products,Australia,Linseed,2013,7000.0,X,Figure from international organizations,8571.0,6000.0
Crops and livestock products,Australia,Linseed,2014,6000.0,X,Figure from international organizations,10000.0,6000.0
Crops and livestock products,Australia,Linseed,2015,6000.0,X,Figure from international organizations,10000.0,6000.0
Crops and livestock products,Australia,Linseed,2016,6000.0,X,Figure from international organizations,10000.0,6000.0
Crops and livestock products,Australia,Linseed,2017,7000.0,X,Figure from international organizations,8571.0,6000.0
Crops and livestock products,Australia,Linseed,2018,7000.0,X,Figure from international organizations,10000.0,7000.0
Crops and livestock products,Australia,Linseed,2019,7000.0,X,Figure from international organizations,8571.0,6000.0
Crops and livestock products,Australia,Linseed,2020,7000.0,X,Figure from international organizations,8571.0,6000.0
Crops and livestock products,Australia,Linseed,2021,7000.0,X,Figure from international organizations,8571.0,6000.0
Crops and livestock products,Australia,Linseed,2022,7000.0,X,Figure from international organizations,10000.0,7000.0
Crops and livestock products,Australia,Lupins,2000,1180000.0,A,Official figure,8941.0,1055000.0
Crops and livestock products,Australia,Lupins,2001,1139000.0,A,Official figure,10667.0,1215000.0
Crops and livestock products,Australia,Lupins,2002,1025000.0,A,Official figure,7084.0,726121.0
Crops and livestock products,Australia,Lupins,2003,850899.0,A,Official figure,13870.0,1180230.0
Crops and livestock products,Australia,Lupins,2004,844633.0,A,Official figure,11089.0,936602.0
Crops and livestock products,Australia,Lupins,2005,757000.0,A,Official figure,16975.0,1285000.0
Crops and livestock products,Australia,Lupins,2006,736351.0,A,Official figure,6383.0,470000.0
Crops and livestock products,Australia,Lupins,2007,752158.0,A,Official figure,8799.0,661861.0
Crops and livestock products,Australia,Lupins,2008,573300.0,A,Official figure,12349.0,707989.0
Crops and livestock products,Australia,Lupins,2009,691636.0,A,Official figure,11893.0,822570.0
Crops and livestock products,Australia,Lupins,2010,755848.0,A,Official figure,10686.0,807673.0
Crops and livestock products,Australia,Lupins,2011,689064.0,A,Official figure,14244.0,981512.0
Crops and livestock products,Australia,Lupins,2012,450200.0,A,Official figure,10189.0,458700.0
Crops and livestock products,Australia,Lupins,2013,387350.0,A,Official figure,16151.0,625600.0
Crops and livestock products,Australia,Lupins,2014,387350.0,A,Official figure,16151.0,625600.0
Crops and livestock products,Australia,Lupins,2015,443100.0,A,Official figure,12392.0,549100.0
Crops and livestock products,Australia,Lupins,2016,534084.0,A,Official figure,12207.0,651946.0
Crops and livestock products,Australia,Lupins,2017,514596.0,A,Official figure,20043.0,1031425.0
Crops and livestock products,Australia,Lupins,2018,612014.0,A,Official figure,11671.0,714254.0
Crops and livestock products,Australia,Lupins,2019,661141.0,A,Official figure,12080.0,798629.0
Crops and livestock products,Australia,Lupins,2020,484240.0,A,Official figure,9802.0,474629.0
Crops and livestock products,Australia,Lupins,2021,603941.0,A,Official figure,14333.0,865618.66
Crops and livestock products,Australia,Lupins,2022,497100.0,A,Official figure,19262.0,957500.0
Crops and livestock products,Australia,Maize (corn),2000,82262.0,A,Official figure,49360.0,406043.0
Crops and livestock products,Australia,Maize (corn),2001,74225.0,A,Official figure,46471.0,344934.0
Crops and livestock products,Australia,Maize (corn),2002,82626.0,A,Official figure,54929.0,453853.0
Crops and livestock products,Australia,Maize (corn),2003,49552.0,A,Official figure,62570.0,310049.0
Crops and livestock products,Australia,Maize (corn),2004,70126.0,A,Official figure,56326.0,394990.0
Crops and livestock products,Australia,Maize (corn),2005,72378.0,A,Official figure,57983.0,419672.0
Crops and livestock products,Australia,Maize (corn),2006,67215.0,A,Official figure,53856.0,361991.0
Crops and livestock products,Australia,Maize (corn),2007,48852.0,A,Official figure,49103.0,239879.0
Crops and livestock products,Australia,Maize (corn),2008,68000.0,A,Official figure,56912.0,387000.0
Crops and livestock products,Australia,Maize (corn),2009,64580.0,A,Official figure,58171.0,375670.0
Crops and livestock products,Australia,Maize (corn),2010,59000.0,A,Official figure,55593.0,328000.0
Crops and livestock products,Australia,Maize (corn),2011,62196.0,A,Official figure,57390.0,356943.0
Crops and livestock products,Australia,Maize (corn),2012,69684.0,A,Official figure,64654.0,450535.0
Crops and livestock products,Australia,Maize (corn),2013,78634.0,A,Official figure,64441.0,506725.0
Crops and livestock products,Australia,Maize (corn),2014,52360.0,A,Official figure,74554.0,390364.0
Crops and livestock products,Australia,Maize (corn),2015,59588.0,A,Official figure,83001.0,494589.0
Crops and livestock products,Australia,Maize (corn),2016,53281.0,A,Official figure,75080.0,400032.0
Crops and livestock products,Australia,Maize (corn),2017,67771.0,A,Official figure,64363.0,436193.85
Crops and livestock products,Australia,Maize (corn),2018,52783.0,A,Official figure,73365.0,387240.0
Crops and livestock products,Australia,Maize (corn),2019,58949.0,A,Official figure,55507.0,327206.16
Crops and livestock products,Australia,Maize (corn),2020,37730.0,A,Official figure,70912.0,267551.56
Crops and livestock products,Australia,Maize (corn),2021,45742.0,A,Official figure,66822.0,305655.87
Crops and livestock products,Australia,Maize (corn),2022,52600.0,A,Official figure,81749.0,430000.0
Crops and livestock products,Australia,Millet,2000,38961.0,A,Official figure,14574.0,56783.0
Crops and livestock products,Australia,Millet,2001,30338.0,A,Official figure,8882.0,26947.0
Crops and livestock products,Australia,Millet,2002,38550.0,A,Official figure,6565.0,25308.0
Crops and livestock products,Australia,Millet,2003,38072.0,A,Official figure,8986.0,34212.0
Crops and livestock products,Australia,Millet,2004,33916.0,A,Official figure,12821.0,43483.0
Crops and livestock products,Australia,Millet,2005,24523.0,A,Official figure,10198.0,25008.0
Crops and livestock products,Australia,Millet,2006,35000.0,X,Figure from international organizations,10000.0,35000.0
Crops and livestock products,Australia,Millet,2007,36000.0,X,Figure from international organizations,10000.0,36000.0
Crops and livestock products,Australia,Millet,2008,37000.0,X,Figure from international organizations,10000.0,37000.0
Crops and livestock products,Australia,Oats,2000,584000.0,A,Official figure,19144.0,1118000.0
Crops and livestock products,Australia,Oats,2001,650488.0,A,Official figure,16139.0,1049826.0
Crops and livestock products,Australia,Oats,2002,784081.0,A,Official figure,18284.0,1433651.0
Crops and livestock products,Australia,Oats,2003,911464.0,A,Official figure,10501.0,957104.0
Crops and livestock products,Australia,Oats,2004,1089303.0,A,Official figure,18527.0,2018103.0
Crops and livestock products,Australia,Oats,2005,893644.0,A,Official figure,14352.0,1282537.0
Crops and livestock products,Australia,Oats,2006,930331.0,A,Official figure,18145.0,1688047.0
Crops and livestock products,Australia,Oats,2007,1002685.0,A,Official figure,7463.0,748303.0
Crops and livestock products,Australia,Oats,2008,1237824.0,A,Official figure,12137.0,1502305.0
Crops and livestock products,Australia,Oats,2009,870328.0,A,Official figure,13329.0,1160028.0
Crops and livestock products,Australia,Oats,2010,850077.0,A,Official figure,13665.0,1161606.0
Crops and livestock products,Australia,Oats,2011,826031.0,A,Official figure,13652.0,1127683.0
Crops and livestock products,Australia,Oats,2012,731144.0,A,Official figure,17261.0,1262032.0
Crops and livestock products,Australia,Oats,2013,728575.0,A,Official figure,15388.0,1121135.0
Crops and livestock products,Australia,Oats,2014,714699.0,A,Official figure,17555.0,1254659.0
Crops and livestock products,Australia,Oats,2015,854417.0,A,Official figure,14021.0,1198006.0
Crops and livestock products,Australia,Oats,2016,821498.0,A,Official figure,15821.0,1299680.0
Crops and livestock products,Australia,Oats,2017,1027872.0,A,Official figure,22041.0,2265503.3
Crops and livestock products,Australia,Oats,2018,874136.0,A,Official figure,14046.0,1227837.0
Crops and livestock products,Australia,Oats,2019,938129.0,A,Official figure,12094.0,1134618.64
Crops and livestock products,Australia,Oats,2020,815954.0,A,Official figure,14007.0,1142934.47
Crops and livestock products,Australia,Oats,2021,1069891.0,A,Official figure,17740.0,1897989.62
Crops and livestock products,Australia,Oats,2022,842394.0,A,Official figure,20595.0,1734873.71
Crops and livestock products,Australia,Olives,2008,28600.0,E,Estimated value,20979.0,60000.0
Crops and livestock products,Australia,Olives,2010,41000.0,E,Estimated value,21951.0,90000.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2000,5285.0,A,Official figure,467487.0,247067.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2001,4991.0,A,Official figure,444642.0,221921.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2002,5513.0,A,Official figure,512454.0,282516.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2003,5263.0,A,Official figure,434368.0,228608.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2004,5558.0,A,Official figure,419852.0,233354.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2005,5974.0,A,Official figure,429292.0,256459.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2006,4537.0,A,Official figure,489140.0,221923.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2007,5413.0,A,Official figure,455378.0,246496.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2008,5084.0,A,Official figure,506638.0,257575.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2009,5463.0,A,Official figure,519530.0,283819.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2010,5329.0,A,Official figure,487797.0,259947.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2011,6139.0,A,Official figure,538927.0,330847.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2012,6708.0,A,Official figure,516756.0,346640.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2013,5506.0,A,Official figure,547897.0,301672.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2014,4893.0,A,Official figure,523286.0,256044.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2015,5986.0,A,Official figure,526118.0,314934.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2016,4707.0,A,Official figure,562029.0,264547.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2017,4565.0,A,Official figure,576675.0,263236.44
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2018,5152.0,A,Official figure,541417.0,278938.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2019,5333.0,A,Official figure,545359.0,290840.0
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2020,5143.0,A,Official figure,546717.0,281164.7
Crops and livestock products,Australia,"Onions and shallots, dry (excluding dehydrated)",2021,5743.0,A,Official figure,514255.0,295351.32
Crops and livestock products,Australia,Oranges,2008,22000.0,A,Official figure,186033.0,409273.0
Crops and livestock products,Australia,"Other beans, green",2000,6649.0,A,Official figure,51878.0,34494.0
Crops and livestock products,Australia,"Other beans, green",2001,6632.0,A,Official figure,49445.0,32792.0
Crops and livestock products,Australia,"Other beans, green",2002,6569.0,A,Official figure,51280.0,33686.0
Crops and livestock products,Australia,"Other beans, green",2003,6951.0,A,Official figure,49814.0,34626.0
Crops and livestock products,Australia,"Other beans, green",2004,7097.0,A,Official figure,43848.0,31119.0
Crops and livestock products,Australia,"Other beans, green",2005,6004.0,A,Official figure,56084.0,33673.0
Crops and livestock products,Australia,"Other beans, green",2006,7146.0,A,Official figure,53006.0,37878.0
Crops and livestock products,Australia,"Other beans, green",2007,4978.0,A,Official figure,57943.0,28844.0
Crops and livestock products,Australia,"Other beans, green",2008,4962.0,A,Official figure,54246.0,26917.0
Crops and livestock products,Australia,"Other beans, green",2009,5249.0,A,Official figure,52922.0,27779.0
Crops and livestock products,Australia,"Other beans, green",2011,6504.0,A,Official figure,50563.0,32886.0
Crops and livestock products,Australia,"Other beans, green",2012,7000.0,E,Estimated value,50000.0,35000.0
Crops and livestock products,Australia,"Other beans, green",2013,5940.0,A,Official figure,61896.0,36766.0
Crops and livestock products,Australia,"Other beans, green",2014,5997.0,A,Official figure,49263.0,29543.0
Crops and livestock products,Australia,"Other beans, green",2015,6210.0,A,Official figure,54823.0,34045.0
Crops and livestock products,Australia,"Other beans, green",2016,6795.0,A,Official figure,52393.0,35601.0
Crops and livestock products,Australia,"Other beans, green",2017,7661.0,A,Official figure,54004.0,41373.0
Crops and livestock products,Australia,"Other beans, green",2018,7172.0,A,Official figure,64003.0,45903.0
Crops and livestock products,Australia,"Other beans, green",2019,8121.0,A,Official figure,54294.0,44092.0
Crops and livestock products,Australia,"Other beans, green",2020,6414.0,A,Official figure,54153.0,34732.0
Crops and livestock products,Australia,"Other beans, green",2021,8972.0,A,Official figure,44482.0,39910.0
Crops and livestock products,Australia,Other berries and fruits of the genus vaccinium n.e.c.,2002,350.0,E,Estimated value,28571.0,1000.0
Crops and livestock products,Australia,Other berries and fruits of the genus vaccinium n.e.c.,2003,500.0,E,Estimated value,30000.0,1500.0
Crops and livestock products,Australia,Other berries and fruits of the genus vaccinium n.e.c.,2004,650.0,E,Estimated value,30769.0,2000.0
Crops and livestock products,Australia,Other berries and fruits of the genus vaccinium n.e.c.,2005,800.0,E,Estimated value,31250.0,2500.0
Crops and livestock products,Australia,Other berries and fruits of the genus vaccinium n.e.c.,2006,950.0,E,Estimated value,31579.0,3000.0
Crops and livestock products,Australia,Other berries and fruits of the genus vaccinium n.e.c.,2007,953.0,A,Official figure,36086.0,3439.0
Crops and livestock products,Australia,Other berries and fruits of the genus vaccinium n.e.c.,2008,900.0,E,Estimated value,35556.0,3200.0
Crops and livestock products,Australia,Other berries and fruits of the genus vaccinium n.e.c.,2009,787.0,A,Official figure,36341.0,2860.0
Crops and livestock products,Australia,Other berries and fruits of the genus vaccinium n.e.c.,2010,300.0,E,Estimated value,40000.0,1200.0
Crops and livestock products,Australia,Other berries and fruits of the genus vaccinium n.e.c.,2011,895.0,A,Official figure,36458.0,3263.0
Crops and livestock products,Australia,Other berries and fruits of the genus vaccinium n.e.c.,2012,900.0,E,Estimated value,36111.0,3250.0
Crops and livestock products,Australia,Other berries and fruits of the genus vaccinium n.e.c.,2013,850.0,E,Estimated value,37647.0,3200.0
Crops and livestock products,Australia,Other berries and fruits of the genus vaccinium n.e.c.,2016,2430.0,A,Official figure,28021.0,6809.0
Crops and livestock products,Australia,"Other citrus fruit, n.e.c.",2004,100.0,E,Estimated value,120000.0,1200.0
Crops and livestock products,Australia,"Other citrus fruit, n.e.c.",2005,120.0,E,Estimated value,125000.0,1500.0
Crops and livestock products,Australia,"Other citrus fruit, n.e.c.",2006,135.0,E,Estimated value,125926.0,1700.0
Crops and livestock products,Australia,"Other citrus fruit, n.e.c.",2011,130.0,E,Estimated value,107692.0,1400.0
Crops and livestock products,Australia,"Other citrus fruit, n.e.c.",2012,135.0,E,Estimated value,111111.0,1500.0
Crops and livestock products,Australia,"Other citrus fruit, n.e.c.",2016,110.0,E,Estimated value,111452.0,1225.66
Crops and livestock products,Australia,"Other citrus fruit, n.e.c.",2017,99.0,E,Estimated value,111056.0,1095.08
Crops and livestock products,Australia,"Other citrus fruit, n.e.c.",2019,100.0,E,Estimated value,111123.0,1109.21
Crops and livestock products,Australia,"Other citrus fruit, n.e.c.",2020,96.0,E,Estimated value,110998.0,1070.4
Crops and livestock products,Australia,"Other citrus fruit, n.e.c.",2021,96.0,E,Estimated value,110978.0,1062.17
Crops and livestock products,Australia,"Other citrus fruit, n.e.c.",2022,97.0,E,Estimated value,111034.0,1080.6
Crops and livestock products,Australia,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2000,12030.0,X,Figure from international organizations,28512.0,34300.0
Crops and livestock products,Australia,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2001,12632.0,X,Figure from international organizations,29291.0,37000.0
