Domain,Area,Item,Year,Area harvested,Flag,Flag Description,Yield,Production
Crops and livestock products,Afghanistan,"Almonds, in shell",2000,7000.0,E,Estimated value,17143.0,12000.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2001,9000.0,E,Estimated value,16667.0,15000.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2004,12000.0,X,Figure from international organizations,12250.0,14700.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2006,12000.0,A,Official figure,16667.0,20000.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2007,12000.0,A,Official figure,26234.0,31481.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2008,12000.0,A,Official figure,35000.0,42000.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2010,11210.0,A,Official figure,49955.0,56000.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2011,13469.0,A,Official figure,45000.0,60611.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2012,13490.0,A,Official figure,45960.0,62000.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2013,14114.0,A,Official figure,29910.0,42215.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2014,13703.0,A,Official figure,19996.0,27400.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2015,14676.0,A,Official figure,16521.0,24246.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2016,19481.0,A,Official figure,16859.0,32843.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2017,19793.0,A,Official figure,13788.0,27291.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2018,20053.0,A,Official figure,17161.0,34413.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2019,29203.0,A,Official figure,13083.0,38205.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2020,22134.0,A,Official figure,17759.0,39307.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2021,36862.0,A,Official figure,17432.0,64256.0
Crops and livestock products,Afghanistan,"Almonds, in shell",2022,37000.0,A,Official figure,17297.0,64000.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2000,4000.0,E,Estimated value,6250.0,2500.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2001,1600.0,E,Estimated value,6250.0,1000.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2002,3300.0,E,Estimated value,6061.0,2000.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2003,6800.0,E,Estimated value,6029.0,4100.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2004,15000.0,E,Estimated value,6000.0,9000.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2005,16000.0,E,Estimated value,6250.0,10000.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2007,28000.0,E,Estimated value,6071.0,17000.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2008,15000.0,E,Estimated value,6000.0,9000.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2010,17000.0,E,Estimated value,6000.0,10200.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2012,18500.0,E,Estimated value,6757.0,12500.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2013,18500.0,E,Estimated value,6757.0,12500.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2014,30000.0,E,Estimated value,7167.0,21500.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2015,25000.0,E,Estimated value,7200.0,18000.0
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2016,24500.0,E,Estimated value,7075.0,17333.33
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2018,25220.0,E,Estimated value,7080.0,17855.82
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2019,25293.0,E,Estimated value,7041.0,17807.76
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,25558.0,E,Estimated value,7030.0,17965.9
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,25357.0,E,Estimated value,7050.0,17876.49
Crops and livestock products,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2022,25403.0,E,Estimated value,7040.0,17883.38
Crops and livestock products,Afghanistan,Apples,2009,8550.0,A,Official figure,85105.0,72765.0
Crops and livestock products,Afghanistan,Apples,2010,8550.0,A,Official figure,70000.0,59850.0
Crops and livestock products,Afghanistan,Apples,2011,8863.0,A,Official figure,70000.0,62041.0
Crops and livestock products,Afghanistan,Apples,2012,9148.0,A,Official figure,76519.0,70000.0
Crops and livestock products,Afghanistan,Apples,2013,10341.0,A,Official figure,76005.0,78597.0
Crops and livestock products,Afghanistan,Apples,2014,12247.0,A,Official figure,73000.0,89403.0
Crops and livestock products,Afghanistan,Apples,2015,13038.0,A,Official figure,68824.0,89733.0
Crops and livestock products,Afghanistan,Apples,2016,19365.0,A,Official figure,72762.0,140903.0
Crops and livestock products,Afghanistan,Apples,2017,26847.0,A,Official figure,63487.0,170443.0
Crops and livestock products,Afghanistan,Apples,2018,28381.0,A,Official figure,76527.0,217192.0
Crops and livestock products,Afghanistan,Apples,2019,27559.0,A,Official figure,90832.0,250324.0
Crops and livestock products,Afghanistan,Apples,2020,25643.0,A,Official figure,105626.0,270857.0
Crops and livestock products,Afghanistan,Apples,2021,30463.0,A,Official figure,105594.0,321672.0
Crops and livestock products,Afghanistan,Apples,2022,30000.0,A,Official figure,106000.0,318000.0
Crops and livestock products,Afghanistan,Apricots,2001,5200.0,E,Estimated value,73077.0,38000.0
Crops and livestock products,Afghanistan,Apricots,2007,8000.0,E,Estimated value,72500.0,58000.0
Crops and livestock products,Afghanistan,Apricots,2010,8320.0,A,Official figure,80000.0,66560.0
Crops and livestock products,Afghanistan,Apricots,2012,8350.0,A,Official figure,100000.0,83500.0
Crops and livestock products,Afghanistan,Apricots,2013,9005.0,A,Official figure,99944.0,90000.0
Crops and livestock products,Afghanistan,Apricots,2015,9116.0,A,Official figure,96189.0,87686.0
Crops and livestock products,Afghanistan,Apricots,2016,8595.0,A,Official figure,20819.0,17894.0
Crops and livestock products,Afghanistan,Apricots,2017,18067.0,A,Official figure,72960.0,131816.0
Crops and livestock products,Afghanistan,Apricots,2018,18510.0,A,Official figure,58934.0,109086.0
Crops and livestock products,Afghanistan,Apricots,2019,17719.0,A,Official figure,73008.0,129363.0
Crops and livestock products,Afghanistan,Apricots,2020,17481.0,A,Official figure,75389.0,131788.0
Crops and livestock products,Afghanistan,Apricots,2021,27082.0,A,Official figure,76615.0,207490.0
Crops and livestock products,Afghanistan,Barley,2000,124000.0,A,Official figure,5968.0,74000.0
Crops and livestock products,Afghanistan,Barley,2001,87000.0,A,Official figure,10000.0,87000.0
Crops and livestock products,Afghanistan,Barley,2002,236000.0,A,Official figure,14619.0,345000.0
Crops and livestock products,Afghanistan,Barley,2003,270000.0,A,Official figure,8889.0,240000.0
Crops and livestock products,Afghanistan,Barley,2004,315000.0,A,Official figure,9206.0,290000.0
Crops and livestock products,Afghanistan,Barley,2005,240000.0,A,Official figure,14042.0,337000.0
Crops and livestock products,Afghanistan,Barley,2006,236000.0,A,Official figure,15424.0,364000.0
Crops and livestock products,Afghanistan,Barley,2007,236000.0,A,Official figure,15678.0,370000.0
Crops and livestock products,Afghanistan,Barley,2008,236000.0,A,Official figure,14110.0,333000.0
Crops and livestock products,Afghanistan,Barley,2009,267000.0,A,Official figure,18202.0,486000.0
Crops and livestock products,Afghanistan,Barley,2010,212000.0,A,Official figure,20613.0,437000.0
Crops and livestock products,Afghanistan,Barley,2011,190000.0,A,Official figure,16100.0,305900.0
Crops and livestock products,Afghanistan,Barley,2012,280000.0,A,Official figure,18000.0,504000.0
Crops and livestock products,Afghanistan,Barley,2013,278000.0,A,Official figure,18489.0,514000.0
Crops and livestock products,Afghanistan,Barley,2014,342472.0,A,Official figure,15213.0,521000.0
Crops and livestock products,Afghanistan,Barley,2015,282000.0,A,Official figure,14291.0,403000.0
Crops and livestock products,Afghanistan,Barley,2016,219208.0,A,Official figure,13770.0,301856.0
Crops and livestock products,Afghanistan,Barley,2017,68179.0,A,Official figure,13933.0,94995.0
Crops and livestock products,Afghanistan,Barley,2018,84147.0,A,Official figure,6748.0,56781.0
Crops and livestock products,Afghanistan,Barley,2019,84070.0,A,Official figure,14699.0,123576.0
Crops and livestock products,Afghanistan,Barley,2020,86099.0,A,Official figure,14838.0,127757.0
Crops and livestock products,Afghanistan,Barley,2021,40273.0,A,Official figure,16165.0,65102.0
Crops and livestock products,Afghanistan,Barley,2022,80000.0,X,Figure from international organizations,13750.0,110000.0
Crops and livestock products,Afghanistan,Cantaloupes and other melons,2000,2200.0,E,Estimated value,102273.0,22500.0
Crops and livestock products,Afghanistan,Cantaloupes and other melons,2001,2700.0,E,Estimated value,111111.0,30000.0
Crops and livestock products,Afghanistan,Cantaloupes and other melons,2002,5000.0,E,Estimated value,100000.0,50000.0
Crops and livestock products,Afghanistan,Cantaloupes and other melons,2009,35400.0,A,Official figure,120000.0,424800.0
Crops and livestock products,Afghanistan,Cantaloupes and other melons,2012,23047.0,A,Official figure,96330.0,222012.0
Crops and livestock products,Afghanistan,Cantaloupes and other melons,2013,16370.0,A,Official figure,110000.0,180070.0
Crops and livestock products,Afghanistan,Cantaloupes and other melons,2014,22722.0,A,Official figure,120698.0,274250.0
Crops and livestock products,Afghanistan,Cantaloupes and other melons,2015,34270.0,A,Official figure,88143.0,302067.0
Crops and livestock products,Afghanistan,Cantaloupes and other melons,2016,79951.0,A,Official figure,63322.0,506266.0
Crops and livestock products,Afghanistan,Cantaloupes and other melons,2019,37136.0,A,Official figure,125008.0,464230.0
Crops and livestock products,Afghanistan,Cantaloupes and other melons,2020,58942.0,A,Official figure,134623.0,793496.0
Crops and livestock products,Afghanistan,Figs,2000,2000.0,E,Estimated value,75000.0,15000.0
Crops and livestock products,Afghanistan,Figs,2001,2000.0,E,Estimated value,85000.0,17000.0
Crops and livestock products,Afghanistan,Figs,2002,2000.0,E,Estimated value,75000.0,15000.0
Crops and livestock products,Afghanistan,Figs,2003,2000.0,E,Estimated value,85000.0,17000.0
Crops and livestock products,Afghanistan,Figs,2008,2700.0,A,Official figure,30000.0,8100.0
Crops and livestock products,Afghanistan,Figs,2009,1924.0,A,Official figure,60000.0,11544.0
Crops and livestock products,Afghanistan,Figs,2010,1924.0,A,Official figure,45000.0,8658.0
Crops and livestock products,Afghanistan,Figs,2011,2056.0,A,Official figure,40000.0,8224.0
Crops and livestock products,Afghanistan,Figs,2014,1525.0,A,Official figure,40000.0,6100.0
Crops and livestock products,Afghanistan,Figs,2015,1525.0,A,Official figure,32761.0,4996.0
Crops and livestock products,Afghanistan,Figs,2016,811.0,A,Official figure,38755.0,3143.0
Crops and livestock products,Afghanistan,Figs,2019,3529.0,A,Official figure,68912.0,24319.0
Crops and livestock products,Afghanistan,Figs,2020,3219.0,A,Official figure,49686.0,15994.0
Crops and livestock products,Afghanistan,Grapes,2000,52000.0,X,Figure from international organizations,63462.0,330000.0
Crops and livestock products,Afghanistan,Grapes,2001,52000.0,X,Figure from international organizations,70192.0,365000.0
Crops and livestock products,Afghanistan,Grapes,2002,52000.0,X,Figure from international organizations,70192.0,365000.0
Crops and livestock products,Afghanistan,Grapes,2003,50000.0,X,Figure from international organizations,73000.0,365000.0
Crops and livestock products,Afghanistan,Grapes,2004,50000.0,X,Figure from international organizations,69820.0,349100.0
Crops and livestock products,Afghanistan,Grapes,2005,50000.0,X,Figure from international organizations,69140.0,345700.0
Crops and livestock products,Afghanistan,Grapes,2006,52000.0,X,Figure from international organizations,67308.0,350000.0
Crops and livestock products,Afghanistan,Grapes,2008,57600.0,A,Official figure,63194.0,364000.0
Crops and livestock products,Afghanistan,Grapes,2011,61558.0,A,Official figure,80000.0,492464.0
Crops and livestock products,Afghanistan,Grapes,2012,61690.0,A,Official figure,95650.0,590065.0
Crops and livestock products,Afghanistan,Grapes,2013,62118.0,A,Official figure,98292.0,610570.0
Crops and livestock products,Afghanistan,Grapes,2014,78405.0,A,Official figure,95000.0,744847.0
Crops and livestock products,Afghanistan,Grapes,2015,78681.0,A,Official figure,102321.0,805072.0
Crops and livestock products,Afghanistan,Grapes,2016,82450.0,A,Official figure,106069.0,874541.0
Crops and livestock products,Afghanistan,Grapes,2017,87194.0,A,Official figure,105951.0,923831.0
Crops and livestock products,Afghanistan,Grapes,2018,87517.0,A,Official figure,112445.0,984081.0
Crops and livestock products,Afghanistan,Grapes,2019,89593.0,A,Official figure,124220.0,1112927.0
Crops and livestock products,Afghanistan,Grapes,2020,92584.0,A,Official figure,107295.0,993382.0
Crops and livestock products,Afghanistan,Grapes,2021,92645.0,A,Official figure,107279.0,993884.0
Crops and livestock products,Afghanistan,Grapes,2022,93000.0,A,Official figure,97849.0,910000.0
Crops and livestock products,Afghanistan,Linseed,2016,577.0,A,Official figure,3787.0,218.5
Crops and livestock products,Afghanistan,Linseed,2019,38323.0,A,Official figure,14352.0,55000.0
Crops and livestock products,Afghanistan,Linseed,2020,31089.0,A,Official figure,11006.0,34216.0
Crops and livestock products,Afghanistan,Linseed,2021,31329.0,A,Official figure,9895.0,31000.0
Crops and livestock products,Afghanistan,Linseed,2022,32000.0,A,Official figure,9063.0,29000.0
Crops and livestock products,Afghanistan,Maize (corn),2000,96000.0,A,Official figure,11979.0,115000.0
Crops and livestock products,Afghanistan,Maize (corn),2001,80000.0,A,Official figure,20000.0,160000.0
Crops and livestock products,Afghanistan,Maize (corn),2002,100000.0,A,Official figure,29800.0,298000.0
Crops and livestock products,Afghanistan,Maize (corn),2003,250000.0,A,Official figure,8400.0,210000.0
Crops and livestock products,Afghanistan,Maize (corn),2004,250000.0,A,Official figure,16000.0,400000.0
Crops and livestock products,Afghanistan,Maize (corn),2005,261000.0,A,Official figure,12069.0,315000.0
Crops and livestock products,Afghanistan,Maize (corn),2006,137000.0,A,Official figure,26204.0,359000.0
Crops and livestock products,Afghanistan,Maize (corn),2007,137000.0,A,Official figure,26277.0,360000.0
Crops and livestock products,Afghanistan,Maize (corn),2008,137000.0,A,Official figure,26277.0,360000.0
Crops and livestock products,Afghanistan,Maize (corn),2009,140000.0,A,Official figure,21429.0,300000.0
Crops and livestock products,Afghanistan,Maize (corn),2010,183000.0,A,Official figure,16448.0,301000.0
Crops and livestock products,Afghanistan,Maize (corn),2011,183000.0,A,Official figure,16400.0,300120.0
Crops and livestock products,Afghanistan,Maize (corn),2012,141000.0,A,Official figure,21986.0,310000.0
Crops and livestock products,Afghanistan,Maize (corn),2013,142000.0,A,Official figure,21972.0,312000.0
Crops and livestock products,Afghanistan,Maize (corn),2014,127000.0,A,Official figure,24882.0,316000.0
Crops and livestock products,Afghanistan,Maize (corn),2015,147273.0,A,Official figure,21457.0,316000.0
Crops and livestock products,Afghanistan,Maize (corn),2016,151900.0,A,Official figure,20517.0,311646.0
Crops and livestock products,Afghanistan,Maize (corn),2017,134225.0,A,Official figure,12957.0,173912.0
Crops and livestock products,Afghanistan,Maize (corn),2018,72433.0,A,Official figure,14727.0,106670.0
Crops and livestock products,Afghanistan,Maize (corn),2019,94910.0,A,Official figure,19457.0,184671.0
Crops and livestock products,Afghanistan,Maize (corn),2020,140498.0,A,Official figure,19344.0,271776.0
Crops and livestock products,Afghanistan,Maize (corn),2021,139080.0,A,Official figure,19004.0,264314.0
Crops and livestock products,Afghanistan,Maize (corn),2022,139000.0,A,Official figure,22374.0,311000.0
Crops and livestock products,Afghanistan,Millet,2000,27000.0,A,Official figure,8148.0,22000.0
Crops and livestock products,Afghanistan,Millet,2001,27000.0,A,Official figure,8148.0,22000.0
Crops and livestock products,Afghanistan,Millet,2002,25000.0,A,Official figure,8000.0,20000.0
Crops and livestock products,Afghanistan,Millet,2003,19700.0,A,Official figure,8629.0,17000.0
Crops and livestock products,Afghanistan,Millet,2005,27000.0,A,Official figure,8148.0,22000.0
Crops and livestock products,Afghanistan,Millet,2006,12000.0,A,Official figure,10000.0,12000.0
Crops and livestock products,Afghanistan,Millet,2008,12000.0,A,Official figure,18333.0,22000.0
Crops and livestock products,Afghanistan,Millet,2010,5000.0,A,Official figure,30000.0,15000.0
Crops and livestock products,Afghanistan,Millet,2018,1270.0,E,Estimated value,18149.0,2304.5
Crops and livestock products,Afghanistan,Millet,2019,1401.0,A,Official figure,19372.0,2714.0
Crops and livestock products,Afghanistan,Millet,2020,1437.0,A,Official figure,13187.0,1895.0
Crops and livestock products,Afghanistan,Mustard seed,2020,1457.0,A,Official figure,8909.0,1298.0
Crops and livestock products,Afghanistan,Mustard seed,2021,1074.0,A,Official figure,10605.0,1139.0
Crops and livestock products,Afghanistan,Olives,2000,1300.0,A,Official figure,8462.0,1100.0
Crops and livestock products,Afghanistan,Olives,2001,1300.0,A,Official figure,6923.0,900.0
Crops and livestock products,Afghanistan,Olives,2002,1300.0,A,Official figure,8462.0,1100.0
Crops and livestock products,Afghanistan,Olives,2003,2400.0,A,Official figure,10000.0,2400.0
Crops and livestock products,Afghanistan,Olives,2004,1000.0,A,Official figure,25500.0,2550.0
Crops and livestock products,Afghanistan,Olives,2005,1105.0,A,Official figure,24543.0,2712.0
Crops and livestock products,Afghanistan,Olives,2006,2300.0,A,Official figure,6922.0,1592.0
Crops and livestock products,Afghanistan,Olives,2007,2300.0,A,Official figure,6922.0,1592.0
Crops and livestock products,Afghanistan,Olives,2009,2000.0,A,Official figure,45000.0,9000.0
Crops and livestock products,Afghanistan,Olives,2010,2200.0,A,Official figure,33182.0,7300.0
Crops and livestock products,Afghanistan,Olives,2011,2200.0,A,Official figure,30000.0,6600.0
Crops and livestock products,Afghanistan,Olives,2012,2200.0,A,Official figure,30000.0,6600.0
Crops and livestock products,Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2014,14300.0,A,Official figure,138337.0,197822.0
Crops and livestock products,Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2015,14300.0,A,Official figure,138357.0,197851.0
Crops and livestock products,Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2016,13335.0,A,Official figure,106223.0,141649.0
Crops and livestock products,Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2019,18343.0,A,Official figure,192294.0,352725.0
Crops and livestock products,Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2020,19351.0,A,Official figure,168470.0,326006.0
Crops and livestock products,Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2021,30027.0,A,Official figure,177507.0,533000.0
Crops and livestock products,Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2022,31000.0,A,Official figure,174516.0,541000.0
Crops and livestock products,Afghanistan,Oranges,2006,1000.0,A,Official figure,62840.0,6284.0
Crops and livestock products,Afghanistan,Oranges,2007,1000.0,A,Official figure,71090.0,7109.0
Crops and livestock products,Afghanistan,Oranges,2010,1000.0,A,Official figure,20000.0,2000.0
Crops and livestock products,Afghanistan,Oranges,2011,1000.0,A,Official figure,60000.0,6000.0
Crops and livestock products,Afghanistan,Oranges,2012,1000.0,A,Official figure,60000.0,6000.0
Crops and livestock products,Afghanistan,Oranges,2013,1050.0,A,Official figure,60190.0,6320.0
Crops and livestock products,Afghanistan,Oranges,2014,1050.0,A,Official figure,66000.0,6930.0
Crops and livestock products,Afghanistan,Oranges,2015,1005.0,A,Official figure,49015.0,4926.0
Crops and livestock products,Afghanistan,Oranges,2020,415.0,A,Official figure,72313.0,3001.0
Crops and livestock products,Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2005,6000.0,E,Estimated value,85000.0,51000.0
Crops and livestock products,Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2006,5000.0,E,Estimated value,85000.0,42500.0
Crops and livestock products,Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2020,6396.0,A,Official figure,43421.0,27772.0
Crops and livestock products,Afghanistan,"Other citrus fruit, n.e.c.",2006,500.0,E,Estimated value,80000.0,4000.0
Crops and livestock products,Afghanistan,"Other citrus fruit, n.e.c.",2020,449.0,A,Official figure,84076.0,3775.0
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",2003,11000.0,E,Estimated value,90909.0,100000.0
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",2008,8000.0,A,Official figure,120000.0,96000.0
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",2009,8413.0,A,Official figure,150000.0,126195.0
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",2010,8413.0,A,Official figure,120000.0,100956.0
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",2011,8413.0,A,Official figure,70000.0,58891.0
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",2012,8413.0,A,Official figure,73690.0,61995.0
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",2013,8450.0,A,Official figure,74902.0,63292.0
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",2014,8450.0,A,Official figure,75000.0,63375.0
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",2019,8227.0,E,Estimated value,75267.0,61921.74
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",2020,8167.0,E,Estimated value,76056.0,62117.47
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",2021,8215.0,E,Estimated value,75345.0,61892.29
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",2022,8203.0,E,Estimated value,75555.0,61977.16
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2000,700.0,A,Official figure,14286.0,1000.0
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2001,700.0,A,Official figure,14286.0,1000.0
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2002,700.0,A,Official figure,14286.0,1000.0
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2003,800.0,A,Official figure,10000.0,800.0
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2004,1000.0,A,Official figure,8400.0,840.0
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2005,1105.0,A,Official figure,8081.0,893.0
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2006,1105.0,A,Official figure,8081.0,893.0
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2015,1800.0,E,Estimated value,9167.0,1650.0
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2016,1472.0,E,Estimated value,9305.0,1369.85
Crops and livestock products,Afghanistan,Other pulses n.e.c.,2003,39300.0,A,Official figure,10712.0,42100.0
Crops and livestock products,Afghanistan,Other pulses n.e.c.,2004,39000.0,E,Estimated value,10769.0,42000.0
Crops and livestock products,Afghanistan,Other pulses n.e.c.,2006,39300.0,E,Estimated value,10712.0,42100.0
Crops and livestock products,Afghanistan,Other pulses n.e.c.,2008,50000.0,E,Estimated value,10200.0,51000.0
Crops and livestock products,Afghanistan,Other pulses n.e.c.,2009,53000.0,E,Estimated value,9434.0,50000.0
Crops and livestock products,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2015,1108.0,A,Official figure,45.0,5.0
Crops and livestock products,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2016,2588.0,A,Official figure,23.0,6.0
Crops and livestock products,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2018,6247.0,A,Official figure,21.0,13.0
Crops and livestock products,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2019,7558.0,A,Official figure,26.0,20.0
Crops and livestock products,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2020,7716.0,A,Official figure,26.0,20.0
Crops and livestock products,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2021,8410.0,A,Official figure,13.0,11.0
Crops and livestock products,Afghanistan,Other stone fruits,2012,6500.0,E,Estimated value,70769.0,46000.0
Crops and livestock products,Afghanistan,Other stone fruits,2013,6550.0,E,Estimated value,70382.0,46100.0
Crops and livestock products,Afghanistan,Other stone fruits,2016,6740.0,E,Estimated value,70505.0,47523.99
Crops and livestock products,Afghanistan,Other stone fruits,2022,7158.0,E,Estimated value,70491.0,50457.67
Crops and livestock products,Afghanistan,"Other vegetables, fresh n.e.c.",2013,62000.0,E,Estimated value,90323.0,560000.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2004,2400.0,E,Estimated value,70000.0,16800.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2005,2300.0,E,Estimated value,70000.0,16100.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2006,2100.0,E,Estimated value,70000.0,14700.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2007,1920.0,A,Official figure,70948.0,13622.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2008,1920.0,A,Official figure,130000.0,24960.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2009,1675.0,A,Official figure,100012.0,16752.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2010,1675.0,A,Official figure,80000.0,13400.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2011,1877.0,A,Official figure,80000.0,15016.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2012,1882.0,A,Official figure,85000.0,15997.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2013,2132.0,A,Official figure,85000.0,18122.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2014,2377.0,A,Official figure,84998.0,20204.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2015,2498.0,A,Official figure,111825.0,27934.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2016,3110.0,A,Official figure,49215.0,15306.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2017,7465.0,A,Official figure,83143.0,62066.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2018,7799.0,A,Official figure,61463.0,47935.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2019,8076.0,A,Official figure,75979.0,61361.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2020,6735.0,A,Official figure,103952.0,70012.0
Crops and livestock products,Afghanistan,Peaches and nectarines,2021,10160.0,A,Official figure,100945.0,102560.0
Crops and livestock products,Afghanistan,Pears,2006,350.0,A,Official figure,101143.0,3540.0
Crops and livestock products,Afghanistan,Pears,2007,350.0,A,Official figure,61286.0,2145.0
Crops and livestock products,Afghanistan,Pears,2008,350.0,A,Official figure,100000.0,3500.0
Crops and livestock products,Afghanistan,Pears,2012,225.0,A,Official figure,133333.0,3000.0
Crops and livestock products,Afghanistan,Pears,2013,319.0,A,Official figure,80439.0,2566.0
Crops and livestock products,Afghanistan,Pears,2014,632.0,A,Official figure,80000.0,5056.0
Crops and livestock products,Afghanistan,Pears,2015,717.0,A,Official figure,70544.0,5058.0
Crops and livestock products,Afghanistan,Pears,2016,1346.0,A,Official figure,38826.0,5226.0
Crops and livestock products,Afghanistan,Pears,2019,2473.0,A,Official figure,28168.0,6966.0
